word,length
overutilization,15
overvaliant,11
overvaluation,13
overvalue,9
overview,8
overweary,9
overweening,11
overweight,10
overwhelm,9
overwhelming,12
overwhelmingly,14
overwinter,10
overwork,8
overworking,11
overwrite,9
overwrought,11
overzealous,11
ovibos,6
ovid,4
oviduct,7
oviedo,6
oviform,7
ovimbundu,9
ovine,5
oviparous,9
ovipositor,10
oviraptorid,11
ovis,4
ovocon,6
ovoflavin,9
ovoid,5
ovolo,5
ovotestis,9
ovoviviparous,13
ovral,5
ovrette,7
ovular,6
ovulate,7
ovulation,9
ovule,5
ovulen,6
ovum,4
owen,4
owens,5
owensboro,9
owing,5
owlclaws,8
owlet,5
owlish,6
owlishly,8
owlt,4
owned,5
owner,5
ownerless,9
ownership,9
oxacillin,9
oxalacetate,11
oxalate,7
oxalidaceae,11
oxalis,6
oxaloacetate,12
oxandra,7
oxaprozin,9
oxazepam,8
oxbow,5
oxbridge,8
oxcart,6
oxen,4
oxeye,5
oxford,6
oxheart,7
oxidant,7
oxidase,7
oxidate,7
oxidation,9
oxidative,9
oxide,5
oxidisation,11
oxidise,7
oxidised,8
oxidiser,8
oxidizable,10
oxidization,11
oxidize,7
oxidized,8
oxidizer,8
oxidoreductase,14
oxidoreduction,14
oxime,5
oximeter,8
oxlip,5
oxonian,7
oxtail,6
oxtant,6
oxtongue,8
oxyacetylene,12
oxyacid,7
oxybelis,8
oxybenzene,10
oxycephaly,10
oxydendrum,10
oxygen,6
oxygenase,9
oxygenate,9
oxygenation,11
oxygenise,9
oxygenize,9
oxyhaemoglobin,14
oxyhemoglobin,13
oxylebius,9
oxymoron,8
oxyopia,7
oxyphenbutazone,15
oxytetracycline,15
oxytocic,8
oxytocin,8
oxytone,7
oxytropis,9
oxyura,6
oxyuranus,9
oxyuridae,9
oyabun,6
oyster,6
oystercatcher,13
oysterfish,10
ozaena,6
ozarks,6
ozawa,5
ozena,5
ozocerite,9
ozokerite,9
ozone,5
ozonide,7
ozonise,7
ozonium,7
ozonize,7
ozonosphere,11
ozothamnus,10
paba,4
pabir,5
pablum,6
pabulum,7
paca,4
pace,4
pacemaker,9
pacer,5
pacesetter,10
pacha,5
pachinko,8
pachisi,7
pachouli,8
pachuco,7
pachycephala,12
pachycheilia,12
pachyderm,9
pachyderma,10
pachydermal,11
pachydermatous,14
pachydermic,11
pachydermous,12
pachyrhizus,11
pachysandra,11
pachytene,9
pacific,7
pacifically,11
pacification,12
pacificism,10
pacificist,10
pacifier,8
pacifism,8
pacifist,8
pacifistic,10
pacifistically,14
pacify,6
pacing,6
pack,4
packable,8
package,7
packaged,8
packaging,9
packed,6
packer,6
packera,7
packet,6
packhorse,9
packing,7
packinghouse,12
packman,7
packrat,7
packsack,8
packsaddle,10
packthread,10
pact,4
padauk,6
padda,5
padded,6
padder,6
padding,7
paddle,6
paddlefish,10
paddler,7
paddlewheel,11
paddock,7
paddy,5
paddymelon,10
pademelon,9
paderewski,10
padlock,7
padouk,6
padova,6
padre,5
padrone,7
padua,5
paducah,7
paean,5
paederast,9
paederastic,11
paederasty,10
paediatric,10
paediatrician,13
paediatrics,11
paedophile,10
paedophilia,11
paella,6
paeonia,7
paeoniaceae,11
paeony,6
pagad,5
pagan,5
paganini,8
paganise,8
paganism,8
paganize,8
page,4
pageant,7
pageantry,9
pageboy,7
pagellus,8
pager,5
paget,5
paginate,8
pagination,10
paging,6
pagoda,6
pagophila,9
pagophilus,10
pagrus,6
paguridae,9
pagurus,7
pahautea,8
pahlavi,7
pahlevi,7
pahoehoe,8
paid,4
paige,5
paigle,6
pail,4
pailful,7
paillasse,9
pain,4
paine,5
pained,6
painful,7
painfully,9
painfulness,11
painkiller,10
painless,8
painlessly,10
pains,5
painstaking,11
painstakingly,13
painstakingness,15
paint,5
paintable,9
paintball,9
paintbox,8
paintbrush,10
painted,7
painter,7
painterly,9
painting,8
pair,4
paired,6
pairing,7
paisa,5
paisley,7
paiute,6
paiwanic,8
pajama,6
pakchoi,7
pakistan,8
pakistani,9
palace,6
paladin,7
palaeencephalon,15
palaemon,8
palaemonidae,12
palaeobiology,13
palaeobotany,12
palaeoecology,13
palaeogeography,15
palaeogeology,13
palaeolithic,12
palaeology,10
palaeontologist,15
palaeontology,13
palaeopathology,15
palaeozoology,13
palaestra,9
palaetiology,12
palaic,6
palankeen,9
palanquin,9
palaquium,9
palas,5
palatability,12
palatable,9
palatableness,13
palatably,9
palatal,7
palatalise,10
palatalised,11
palatalize,10
palatalized,11
palate,6
palatial,8
palatinate,10
palatine,8
palatoglossal,13
palau,5
palaver,7
pale,4
paleacrita,10
paleencephalon,14
paleface,8
palely,6
paleness,8
paleobiology,12
paleobotany,11
paleocene,9
paleocerebellum,15
paleocortex,11
paleocortical,13
paleodendrology,15
paleoecology,12
paleoencephalon,15
paleogeography,14
paleogeology,12
paleographer,12
paleographist,13
paleography,11
paleolith,9
paleolithic,11
paleology,9
paleomammalogy,14
paleontological,15
paleontologist,14
paleontology,12
paleopathology,14
paleornithology,15
paleostriatum,13
paleozoic,9
paleozoology,12
palermo,7
palestine,9
palestinian,11
palestra,8
palestrina,10
paletiology,11
palette,7
palfrey,7
palgrave,8
pali,4
palilalia,9
palimony,8
palimpsest,10
palindrome,10
paling,6
palingenesis,12
palingenetic,12
palinuridae,11
palinurus,9
palisade,8
palish,6
paliurus,8
pall,4
palladian,9
palladio,8
palladium,9
pallas,6
pallasite,9
pallbearer,10
pallet,6
pallette,8
palliasse,9
palliate,8
palliation,10
palliative,10
pallid,6
pallidity,9
pallidly,8
pallidness,10
pallidum,8
pallium,7
pallone,7
pallor,6
pally,5
palm,4
palmaceae,9
palmae,6
palmales,8
palmar,6
palmate,7
palmately,9
palmatifid,10
palmature,9
palmer,6
palmetto,8
palmist,7
palmister,9
palmistry,9
palmitin,8
palmlike,8
palmy,5
palmyra,7
palometa,8
palomino,8
palooka,7
paloverde,9
palpability,11
palpable,8
palpably,8
palpate,7
palpation,9
palpatory,9
palpebra,8
palpebrate,10
palpebration,12
palpitant,9
palpitate,9
palpitating,11
palpitation,11
palsgrave,9
palsied,7
palsy,5
palter,6
paltering,9
paltriness,10
paltry,6
pamelor,7
pamlico,7
pampas,6
pamper,6
pamperer,8
pampering,9
pamphlet,8
pamphleteer,11
panacea,7
panache,7
panadol,7
panama,6
panamanian,10
panamica,8
panamiga,8
panatela,8
panax,5
pancake,7
pancarditis,11
panchayat,9
panchayet,9
pancreas,8
pancreatectomy,14
pancreatic,10
pancreatin,10
pancreatitis,12
pancytopenia,12
panda,5
pandanaceae,11
pandanales,10
pandanus,8
pandar,6
pandemic,8
pandemonium,11
pander,6
panderer,8
pandiculation,13
pandion,7
pandionidae,11
pandora,7
pandowdy,8
pandurate,9
panduriform,11
pane,4
panegyric,9
panegyrical,11
panegyrist,10
panel,5
paneled,7
paneling,8
panelist,8
panelling,9
panellist,9
panencephalitis,15
panetela,8
panetella,9
panfish,7
pang,4
panga,5
pangaea,7
pangea,6
pangloss,8
pangolin,8
panhandle,9
panhandler,10
panhellenic,11
panhysterectomy,15
panic,5
panicked,8
panicky,7
panicle,7
panicled,8
paniculate,10
panicum,7
panini,6
panipat,7
panjabi,7
panjandrum,10
pannier,7
pannikin,8
panocha,7
panoche,7
panofsky,8
panonychus,10
panoplied,9
panoply,7
panoptic,8
panoptical,10
panopticon,10
panorama,8
panoramic,9
panorpidae,10
panpipe,7
pansa,5
pansexual,9
pansinusitis,12
pansy,5
pant,4
pantaloon,9
pantalooned,11
pantechnicon,12
pantheism,9
pantheist,9
pantheistic,11
pantheon,8
panther,7
panthera,8
pantie,6
pantile,7
panting,7
panto,5
pantograph,10
pantomime,9
pantomimer,10
pantomimist,11
pantothen,9
pantotheria,11
pantropic,9
pantropical,11
pantry,6
pantryman,9
pants,5
pantsuit,8
panty,5
pantyhose,9
pantywaist,10
panzer,6
papa,4
papacy,6
papaia,6
papain,6
papal,5
paparazzo,9
papaver,7
papaveraceae,12
papaverales,11
papaverine,10
papaw,5
papaya,6
papeete,7
paper,5
paperback,9
paperbacked,11
paperboard,10
paperboy,8
paperclip,9
paperer,7
paperhanger,11
paperhanging,12
papering,8
paperknife,10
paperlike,9
papermaking,11
papers,6
paperweight,11
paperwork,9
papery,6
paphiopedilum,13
papilionaceae,13
papilionoideae,14
papilla,7
papillary,9
papillate,9
papilledema,11
papilliform,11
papilloma,9
papillon,8
papillose,9
papio,5
papism,6
papist,6
papistic,8
papistical,10
papoose,7
papooseroot,11
papovavirus,11
pappa,5
pappoose,8
pappose,7
pappus,6
paprika,7
paprilus,8
papua,5
papuan,6
papule,6
papulovesicle,13
papyrus,7
para,4
parable,7
parabola,8
parabolic,9
parabolical,11
paraboloid,10
paraboloidal,12
paracelsus,10
paracentesis,12
paracheirodon,13
parachute,9
parachuter,10
parachuting,11
parachutist,11
paraclete,9
paracosm,8
parade,6
parader,7
paradiddle,10
paradigm,8
paradigmatic,12
paradisaeidae,13
paradisaic,10
paradisaical,12
paradisal,9
paradise,8
paradisiac,10
paradisiacal,12
paradox,7
paradoxical,11
paradoxically,13
paradoxurus,11
paraesthesia,12
paraffin,8
parafovea,9
paragliding,11
paragon,7
paragonite,10
paragraph,9
paragrapher,11
paraguay,8
paraguayan,10
parakeet,8
paralanguage,12
paraldehyde,11
paralegal,9
paraleipsis,11
paralepsis,10
paralichthys,12
paralipomenon,13
paralipsis,10
paralithodes,12
parallax,8
parallel,8
parallelepiped,14
parallelism,11
parallelize,11
parallelogram,13
parallelopiped,14
paralogism,10
paralyse,8
paralysis,9
paralytic,9
paralytical,11
paralyze,8
paralyzed,9
paramagnet,10
paramagnetic,12
paramagnetism,13
paramaribo,10
paramecia,9
paramecium,10
paramedic,9
paramedical,11
parameter,9
parametric,10
parametritis,12
paramilitary,12
paramnesia,10
paramount,9
paramountcy,11
paramour,8
paramyxovirus,13
parana,6
paranasal,9
parang,6
paranoia,8
paranoiac,9
paranoid,8
paranormal,10
paranthias,10
paranthropus,12
paraparesis,11
parapet,7
paraph,6
paraphernalia,13
paraphilia,10
paraphrase,10
paraphrasis,11
paraphrastic,12
paraphrenia,11
paraphysis,10
paraplegia,10
paraplegic,10
parapodium,10
parapraxis,10
parapsychology,14
paraquat,8
paraquet,8
parasail,8
parasailing,11
parascalops,11
parashurama,11
parasitaemia,12
parasitaxus,11
parasite,8
parasitemia,11
parasitic,9
parasitical,11
parasitically,13
parasiticidal,13
parasitism,10
parasol,7
parasympathetic,15
parathelypteris,15
parathion,9
parathormone,12
parathyroid,11
paratrooper,11
paratroops,10
paratyphoid,11
parazoa,7
parazoan,8
parboil,7
parcae,6
parcel,6
parceling,9
parcellation,12
parcelling,10
parch,5
parched,7
parcheesi,9
parchesi,8
parchisi,8
parchment,9
pardner,7
pardon,6
pardonable,10
pardonably,10
pardoner,8
pare,4
paregmenon,10
paregoric,9
parenchyma,10
parent,6
parentage,9
parental,8
parentally,10
parented,8
parenteral,10
parenterally,12
parenthesis,11
parenthetic,11
parenthetical,13
parenthetically,15
parenthood,10
parentless,10
parer,5
paresis,7
paresthesia,11
paretic,7
pareto,6
pareve,6
parfait,7
parget,6
pargeting,9
pargetry,8
pargetting,10
parheliacal,11
parhelic,8
parhelion,9
pariah,6
paridae,7
paries,6
parietal,8
parietales,10
parietaria,10
parimutuel,10
paring,6
paripinnate,11
paris,5
parish,6
parishioner,11
parisian,8
parisienne,10
parisology,10
parity,6
parjanya,8
parji,5
park,4
parka,5
parked,6
parker,6
parkeriaceae,12
parkersburg,11
parkia,6
parking,7
parkinson,9
parkinsonia,11
parkinsonism,12
parkland,8
parks,5
parkway,7
parky,5
parlance,8
parlay,6
parley,6
parliament,10
parliamentarian,15
parliamentary,13
parlor,6
parlormaid,10
parlour,7
parlourmaid,11
parlous,7
parmelia,8
parmeliaceae,12
parmenides,10
parmesan,8
parnahiba,9
parnaiba,8
parnassia,9
parnassus,9
parnell,7
parochetus,10
parochial,9
parochialism,12
parochially,11
parodist,8
parody,6
paroicous,9
parole,6
parolee,7
paronomasia,11
paronychia,10
parophrys,9
paroquet,8
parosamia,9
parotid,7
parotitis,9
parous,6
parousia,8
paroxetime,10
paroxysm,8
paroxysmal,10
paroxytone,10
parquet,7
parqueterie,11
parquetry,9
parr,4
parrakeet,9
parricide,9
parrish,7
parroket,8
parroquet,9
parrot,6
parrotfish,10
parrotia,8
parrotiopsis,12
parrotlike,10
parry,5
parse,5
parsec,6
parsee,6
parseeism,9
parser,6
parsi,5
parsiism,8
parsimonious,12
parsimony,9
parsley,7
parsnip,7
parson,6
parsonage,9
parsons,7
part,4
partake,7
partaker,8
parted,6
parterre,8
parthenium,10
parthenocarpy,13
parthenocissus,14
parthenogenesis,15
parthenogenetic,15
parthenogeny,12
parthenon,9
parthenote,10
parthia,7
parthian,8
partial,7
partiality,10
partially,9
partialness,11
partible,8
participant,11
participate,11
participating,13
participation,13
participatory,13
participial,11
participle,10
particle,8
particolored,12
particoloured,13
particular,10
particularise,13
particularised,14
particularism,13
particularistic,15
particularity,13
particularize,13
particularized,14
particularly,12
particulate,11
parting,7
partisan,8
partisanship,12
partita,7
partition,9
partitioning,12
partitionist,12
partitive,9
partizan,8
partly,6
partner,7
partnership,11
partridge,9
partridgeberry,14
parts,5
partsong,8
parttime,8
parturiency,11
parturient,10
parturition,11
party,5
partygoer,9
parula,6
parulidae,9
parus,5
parvati,7
parve,5
parvenu,7
parvenue,8
parvis,6
parvo,5
parvovirus,10
pasadena,8
pasang,6
pascal,6
pasch,5
pascha,6
paschal,7
paseo,5
pasha,5
pashto,6
pashtoon,8
pashtu,6
pashtun,7
pasigraphy,10
pasiphae,8
paspalum,8
pasqueflower,12
pasquinade,10
pass,4
passable,8
passably,8
passado,7
passage,7
passageway,10
passamaquody,12
passant,7
passbook,8
passe,5
passee,6
passel,6
passementerie,13
passenger,9
passer,6
passerby,8
passeres,8
passeridae,10
passeriformes,13
passerina,9
passerine,9
passero,7
passiflora,10
passifloraceae,14
passim,6
passing,7
passion,7
passionate,10
passionately,12
passionateness,14
passionflower,13
passionless,11
passive,7
passively,9
passiveness,11
passivism,9
passivity,9
passkey,7
passover,8
passport,8
password,8
past,4
pasta,5
paste,5
pasteboard,10
pasted,6
pastel,6
pastelike,9
paster,6
pastern,7
pasternak,9
pasteur,7
pasteurellosis,14
pasteurian,10
pasteurisation,14
pasteurise,10
pasteurised,11
pasteurization,14
pasteurize,10
pasteurized,11
pastiche,8
pastil,6
pastille,8
pastime,7
pastinaca,9
pastis,6
pastness,8
pasto,5
pastor,6
pastoral,8
pastorale,9
pastorate,9
pastorship,10
pastrami,8
pastry,6
pasturage,9
pasture,7
pastureland,11
pasty,5
pataca,6
patagonia,9
patas,5
patavium,8
patch,5
patchboard,10
patchcord,9
patched,7
patchily,8
patchiness,10
patching,8
patchouli,9
patchouly,9
patchwork,9
patchy,6
pate,4
patella,7
patellar,8
patellidae,10
patelliform,11
patency,7
patent,6
patented,8
patentee,8
patently,8
pater,5
paterfamilias,13
paternal,8
paternalism,11
paternalistic,13
paternally,10
paternity,9
paternoster,11
paterson,8
path,4
pathan,6
pathetic,8
pathetically,12
pathfinder,10
pathless,8
pathogen,8
pathogenesis,12
pathogenic,10
pathogenically,14
pathologic,10
pathological,12
pathologically,14
pathologist,11
pathology,9
pathos,6
pathway,7
patience,8
patient,7
patiently,9
patina,6
patinate,8
patinise,8
patinize,8
patio,5
patisserie,10
patka,5
patness,7
patois,6
paton,5
patrai,6
patras,6
patrial,7
patriarch,9
patriarchal,11
patriarchate,12
patriarchic,11
patriarchy,10
patricentric,12
patrician,9
patricide,9
patrick,7
patrikin,8
patrilineage,12
patrilineal,11
patrilineally,13
patrilinear,11
patrimonial,11
patrimony,9
patriot,7
patrioteer,10
patriotic,9
patriotically,13
patriotism,10
patrisib,8
patristic,9
patristical,11
patristics,10
patroclus,9
patrol,6
patroller,9
patrolman,9
patrology,9
patron,6
patronage,9
patroness,9
patronise,9
patronised,10
patronising,11
patronisingly,13
patronize,9
patronized,10
patronizing,11
patronizingly,13
patronless,10
patronne,8
patronym,8
patronymic,10
patsy,5
patten,6
patter,6
pattern,7
patterned,9
patternmaker,12
patty,5
patwin,6
patzer,6
paucity,7
paul,4
pauli,5
pauline,7
pauling,7
paunch,6
paunchiness,11
paunchy,7
pauper,6
pauperisation,13
pauperise,9
pauperism,9
pauperization,13
pauperize,9
pauropoda,9
pause,5
pavage,6
pavan,5
pavane,6
pavarotti,9
pave,4
paved,5
pavement,8
pavilion,8
paving,6
pavior,6
paviour,7
pavis,5
pavise,6
pavlov,6
pavlova,7
pavlovian,9
pavo,4
pavonia,7
pawer,5
pawky,5
pawl,4
pawn,4
pawnbroker,10
pawnee,6
pawnshop,8
pawpaw,6
paxil,5
paxto,5
paxton,6
payable,7
payables,8
payback,7
paycheck,8
payday,6
paye,4
payee,5
payena,6
payer,5
paygrade,8
paying,6
payload,7
paymaster,9
payment,7
paynim,6
payoff,6
payola,6
payroll,7
paysheet,8
payslip,7
pbit,4
pdflp,5
peabody,7
peace,5
peaceable,9
peaceableness,13
peaceably,9
peaceful,8
peacefully,10
peacefulness,12
peacekeeper,11
peacekeeping,12
peacemaker,10
peacenik,8
peacetime,9
peach,5
peachick,8
peachwood,9
peachy,6
peacoat,7
peacock,7
peafowl,7
peag,4
peahen,6
peak,4
peaked,6
peaky,5
peal,4
pealing,7
pean,4
peanut,6
peanuts,7
pear,4
pearl,5
pearler,7
pearlescent,11
pearlfish,9
pearlite,8
pearlweed,9
pearlwort,9
pearly,6
pearmain,8
peary,5
peasant,7
peasanthood,11
peasantry,9
peasecod,8
peat,4
peaty,5
peavey,6
peavy,5
peba,4
pebble,6
pebbly,6
pebibit,7
pebibyte,8
pecan,5
peccable,8
peccadillo,10
peccant,7
peccary,7
peck,4
pecker,6
peckerwood,10
peckish,7
pecopteris,10
pecos,5
pecs,4
pectic,6
pectin,6
pectinate,9
pectineal,9
pectinibranchia,15
pectinidae,10
pectoral,8
pectoralis,10
pectus,6
peculate,8
peculation,10
peculator,9
peculiar,8
peculiarity,11
peculiarly,10
pecuniary,9
pedagog,7
pedagogic,9
pedagogical,11
pedagogically,13
pedagogics,10
pedagogue,9
pedagogy,8
pedal,5
pedaler,7
pedaliaceae,11
pedaller,8
pedant,6
pedantic,8
pedantically,12
pedantry,8
pedate,6
peddle,6
peddler,7
peddling,8
pederast,8
pederastic,10
pederasty,9
pedesis,7
pedestal,8
pedestrian,10
pediamycin,10
pediapred,9
pediatric,9
pediatrician,12
pediatrics,10
pediatrist,10
pedicab,7
pedicel,7
pedicle,7
pediculati,10
pediculicide,12
pediculidae,11
pediculosis,11
pediculus,9
pedicure,8
pedigree,8
pedigreed,9
pedilanthus,11
pediment,8
pediocactus,11
pedioecetes,11
pedionomus,10
pedipalpi,9
pedlar,6
pedodontist,11
pedology,8
pedometer,9
pedophile,9
pedophilia,10
peduncle,8
pedunculate,11
pedwood,7
peeing,6
peek,4
peekaboo,8
peel,4
peeled,6
peeler,6
peeling,7
peen,4
peep,4
peeper,6
peephole,8
peepshow,8
peepul,6
peer,4
peerage,7
peeress,7
peerless,8
peeve,5
peeved,6
peevish,7
peevishly,9
peevishness,11
peewee,6
peewit,6
pegasus,7
pegboard,8
pegleg,6
pegmatite,9
pehlevi,7
peignoir,8
peiping,7
peirce,6
peireskia,9
pejorative,10
pejoratively,12
pekan,5
peke,4
pekinese,8
peking,6
pekingese,9
pekoe,5
pelage,6
pelagianism,11
pelagic,7
pelagius,8
pelargonium,11
pelecanidae,11
pelecaniformes,14
pelecanoididae,14
pelecanus,9
pelecypod,9
pelecypodous,12
peleus,6
pelew,5
pelf,4
pelham,6
pelican,7
peliosis,8
pelisse,7
pellaea,7
pellagra,8
pellet,6
pellicle,8
pellicularia,12
pellitory,9
pellucid,8
pellucidity,11
pellucidly,10
pellucidness,12
pelmet,6
pelobatidae,11
peloponnese,11
peloponnesian,13
peloponnesus,12
pelota,6
pelt,4
peltandra,9
peltate,7
pelter,6
pelting,7
peltiphyllum,12
peludo,6
pelvic,6
pelvimeter,10
pelvimetry,10
pelvis,6
pelycosaur,10
pelycosauria,12
pembroke,8
pemican,7
pemmican,8
pempheridae,11
pemphigous,10
pemphigus,9
penal,5
penalisation,12
penalise,8
penalization,12
penalize,8
penally,7
penalty,7
penance,7
penchant,8
pencil,6
penciled,8
pencilled,9
pendant,7
pendent,7
pending,7
pendragon,9
pendulous,9
pendulum,8
peneidae,8
penelope,8
peneplain,9
peneplane,9
penetrability,13
penetrable,10
penetralia,10
penetrate,9
penetrating,11
penetratingly,13
penetration,11
penetrative,11
penetratively,13
penetrator,10
peneus,6
pengo,5
penguin,7
penial,6
penicillamine,13
penicillin,10
penicillinase,13
penicillium,11
penile,6
peninsula,9
peninsular,10
penis,5
penitence,9
penitent,8
penitential,11
penitentially,13
penitentiary,12
penitently,10
penknife,8
penlight,8
penman,6
penmanship,10
penn,4
pennant,7
pennate,7
pennatula,9
pennatulidae,12
penne,5
penni,5
penniless,9
pennilessness,13
pennines,8
penning,7
pennisetum,10
pennon,6
pennoncel,9
pennoncelle,11
pennsylvania,12
pennsylvanian,13
penny,5
pennycress,10
pennyroyal,10
pennyweight,11
pennywhistle,12
pennyworth,10
penobscot,9
penoche,7
penologist,10
penology,8
penoncel,8
penpusher,9
pensacola,9
pension,7
pensionable,11
pensionary,10
pensioner,9
pensive,7
pensively,9
pensiveness,11
penstemon,9
penstock,8
pent,4
pentacle,8
pentad,6
pentaerythritol,15
pentagon,8
pentagonal,10
pentagram,9
pentahedron,11
pentail,7
pentamerous,11
pentameter,10
pentangle,9
pentangular,11
pentastomid,11
pentastomida,12
pentasyllabic,13
pentateuch,10
pentathlete,11
pentathlon,10
pentatone,9
pentatonic,10
pentavalent,11
pentazocine,11
pentecost,9
pentecostal,11
pentecostalism,14
pentecostalist,14
penthouse,9
pentimento,10
pentlandite,11
pentobarbital,13
pentode,7
pentose,7
pentothal,9
pentoxide,9
pentoxifylline,14
penuche,7
penuchle,8
penult,6
penultima,9
penultimate,11
penumbra,8
penumbral,9
penurious,9
penuriously,11
penuriousness,13
penury,6
penutian,8
peon,4
peonage,7
peony,5
people,6
peopled,7
peoples,7
peoria,6
pepcid,6
peperomia,9
pepin,5
peplos,6
peplum,6
peplus,6
pepper,6
peppercorn,10
pepperidge,10
pepperiness,11
peppermint,10
pepperoni,9
pepperwood,10
pepperwort,10
peppery,7
peppiness,9
peppy,5
pepsi,5
pepsin,6
pepsinogen,10
peptic,6
peptidase,9
peptide,7
peptisation,11
peptise,7
peptization,11
peptize,7
peptone,7
pepys,5
peradventure,12
perambulate,11
perambulating,13
perambulation,13
perambulator,12
peramelidae,11
perca,5
percale,7
perceivable,11
perceive,8
perceived,9
perceiver,9
percent,7
percentage,10
percentile,10
percept,7
perceptibility,14
perceptible,11
perceptibly,11
perception,10
perceptive,10
perceptively,12
perceptiveness,14
perceptivity,12
perceptual,10
perceptually,12
perch,5
perchance,9
percher,7
percheron,9
perchlorate,11
perchloride,11
percidae,8
perciformes,11
percina,7
percipient,10
percoid,7
percoidea,9
percoidean,10
percolate,9
percolation,11
percolator,10
percomorphi,11
percophidae,11
percuss,7
percussion,10
percussionist,13
percussive,10
percussor,9
percutaneous,12
percy,5
perdicidae,10
perdicinae,10
perdition,9
perdix,6
perdurability,13
perdurable,10
peregrinate,11
peregrination,13
peregrine,9
perejil,7
peremptorily,12
peremptory,10
perennate,9
perennation,11
perennial,9
perennially,11
pereskia,8
perestroika,11
perfect,7
perfecta,8
perfected,9
perfecter,9
perfectibility,14
perfectible,11
perfection,10
perfectionism,13
perfectionist,13
perfective,10
perfectly,9
perfervid,9
perfidious,10
perfidiously,12
perfidiousness,14
perfidy,7
perfluorocarbon,15
perfoliate,10
perforate,9
perforated,10
perforation,11
perforce,8
perform,7
performance,11
performer,9
performing,10
perfume,7
perfumed,8
perfumer,8
perfumery,9
perfunctorily,13
perfunctory,11
perfuse,7
perfusion,9
pergamum,8
pergola,7
perhaps,7
peri,4
periactin,9
perianal,8
perianth,8
periapsis,9
periarteritis,13
pericallis,10
pericardiac,11
pericardial,11
pericarditis,12
pericardium,11
pericarp,8
periclase,9
pericles,8
peridinian,10
peridiniidae,12
peridinium,10
peridium,8
peridot,7
peridotite,10
perigee,7
perigon,7
perigonal,9
perigone,8
perigonium,10
perihelion,10
perijove,8
peril,5
perilla,7
perilous,8
perilously,10
perilousness,12
perilune,8
perilymph,9
perimeter,9
perimysium,10
perinasal,9
perinatal,9
perinatologist,14
perinatology,12
perineal,8
perineotomy,11
perineum,8
perineurium,11
period,6
periodic,8
periodical,10
periodically,12
periodicity,11
periodontal,11
periodontia,11
periodontic,11
periodontics,12
periodontist,12
periodontitis,13
periophthalmus,14
periosteum,10
peripatetic,11
peripateticism,14
peripatidae,11
peripatopsidae,14
peripatopsis,12
peripatus,9
peripeteia,10
peripetia,9
peripety,8
peripheral,10
peripherally,12
periphery,9
periphrasis,11
periphrastic,12
periplaneta,11
periploca,9
peripteral,10
perirhinal,10
periscope,9
periselene,10
perish,6
perishability,13
perishable,10
perishableness,14
perisher,8
perisoreus,10
perisperm,9
perissodactyl,13
perissodactyla,14
peristalsis,11
peristediinae,13
peristedion,11
peristome,9
peristylar,10
peristyle,9
perithecium,11
perithelial,11
perithelium,11
peritoneal,10
peritoneum,10
peritonitis,11
peritrate,9
peritrichous,12
periwig,7
periwigged,10
periwinkle,10
perjure,7
perjurer,8
perjury,7
perk,4
perkily,7
perkiness,9
perky,5
perleche,8
perm,4
permafrost,10
permalloy,9
permanence,10
permanency,10
permanent,9
permanently,11
permanganate,12
permeability,12
permeable,9
permeableness,13
permeant,8
permeate,8
permeating,10
permeation,10
permeative,10
permed,6
permian,7
permic,6
permissibility,14
permissible,11
permissibly,11
permission,10
permissive,10
permissively,12
permissiveness,14
permit,6
permutability,13
permutable,10
permutableness,14
permutation,11
permute,7
pernambuco,10
pernicious,10
perniciously,12
perniciousness,14
pernickety,10
pernio,6
pernis,6
pernod,6
perodicticus,12
perognathus,11
peromyscus,10
peron,5
peroneal,8
peroneus,8
peronospora,11
peronosporaceae,15
peronosporales,14
perorate,8
peroration,10
peroxidase,10
peroxide,8
perpendicular,13
perpendicularly,15
perpetrate,10
perpetration,12
perpetrator,11
perpetual,9
perpetually,11
perpetuate,10
perpetuation,12
perpetuity,10
perphenazine,12
perplex,7
perplexed,9
perplexedly,11
perplexing,10
perplexity,10
perquisite,10
perry,5
persea,6
persecute,9
persecution,11
persecutor,10
persephone,10
persepolis,10
perseus,7
perseverance,12
perseverate,11
perseveration,13
persevere,9
persevering,11
perseveringly,13
pershing,8
persia,6
persian,7
persiflage,10
persimmon,9
persist,7
persistence,11
persistency,11
persistent,10
persistently,12
persisting,10
persnickety,11
person,6
persona,7
personable,10
personableness,14
personage,9
personal,8
personalise,11
personalised,12
personality,11
personalize,11
personalized,12
personally,10
personalty,10
personate,9
personation,11
personhood,10
personification,15
personify,9
personnel,9
persoonia,9
perspective,11
perspex,7
perspicacious,13
perspicacity,12
perspicuity,11
perspicuous,11
perspicuously,13
perspicuousness,15
perspiration,12
perspire,8
perspirer,9
persuadable,11
persuade,8
persuader,9
persuasible,11
persuasion,10
persuasive,10
persuasively,12
persuasiveness,14
pert,4
pertain,7
pertainym,9
perth,5
pertinacious,12
pertinaciously,14
pertinacity,11
pertinence,10
pertinency,10
pertinent,9
pertinently,11
pertly,6
pertness,8
perturb,7
perturbation,12
perturbed,9
perturbing,10
pertusaria,10
pertusariaceae,14
pertussis,9
peru,4
peruke,6
peruked,7
perusal,7
peruse,6
perusing,8
perutz,6
peruvian,8
pervade,7
pervaporate,11
pervaporation,13
pervasion,9
pervasive,9
pervasively,11
pervasiveness,13
